WORDBLOCKNUMBER	WORDTEXT	WORDTYPE	WORDROLE
9747	benign	0	1
9747	benignant	0	1
9748	benisone	0	4
9748	betamethasone benzoate	0	4
9748	Flurobate	0	4
9749	benoquin	0	4
9749	monobenzone	0	4
9750	benoxinate hydrochloride	0	4
9750	Dorsacaine	0	4
9751	benoxyl	0	4
9751	benzoyl peroxide	0	4
9752	bentyl	0	4
9752	dicyclomine hydrochloride	0	4
9753	benzalkonium	0	4
9753	Zephiran	0	4
9754	benzene	0	4
9754	benzol	0	4
9755	benzenesulfonate	0	4
9755	besylate	0	4
9756	benzethonium	0	4
9756	Phemerol	0	4
9757	benzonatate	0	4
9757	Tessalon	0	4
9758	benzothiadiazine	0	4
9758	thiazide	0	4
9759	benzphetamine hydrochloride	0	4
9759	Didrex	0	4
9760	benztropine mesylate	0	4
9760	Cogentin	0	4
9761	beriberi	0	4
9761	dietetic neuritis	0	4
9761	endemic neuritis	0	4
9761	rice disease	0	4
9762	berubigen	0	4
9762	cyanocobalamin	0	4
9762	Sytobex	0	4
9763	betachlor	0	4
9763	Beta-Chlor	0	4
9763	chloral betaine	0	4
9764	betadine	0	4
9764	povidoneiodine	0	4
9764	povidone-iodine	0	4
9765	betahypophamine	0	4
9765	beta-hypophamine	0	4
9765	vasopressin	0	4
9766	betaine	0	4
9766	lycine	0	4
9766	oxyneurine	0	4
9767	betamethasone	0	4
9767	Celestone	0	4
9768	betamethasone dipropionate	0	4
9768	Diprosone	0	4
9769	betamethasone valerate	0	4
9769	Valisone	0	4
9770	betapar	0	4
9770	meprednisone	0	4
9771	betapenvk	0	4
9771	Betapen-VK	0	4
9771	compocillinvk	0	4
9771	Compocillin-VK	0	4
9771	penicillin V potassium	0	4
9771	Uticillin VK	0	4
9771	Veetids	0	4
9772	betaprone	0	4
9772	propiolactone	0	4
9773	betaxin	0	4
9773	thiamine hydrochloride	0	4
9774	betazole	0	4
9774	Histalog	0	4
9775	bethanechol chloride	0	4
9775	Urecholine	0	4
9776	bevidox	0	4
9776	docibin	0	4
9776	ducobee	0	4
9776	normocytin	0	4
9776	redisol	0	4
9776	vitamin B12	0	4
9777	bicillin	0	4
9777	penicillin G benzathine	0	4
9778	bile	0	0
9778	choleic	0	0
9779	bilharzial	0	0
9779	Schistosoma	0	0
9780	bilharziasis	0	4
9780	schistosomiasis	0	4
9781	bilopaque	0	4
9781	tyropanoate sodium	0	4
9782	binuclear	0	1
9782	binucleate	0	1
9783	bioassay	0	4
9783	biological assay	0	4
9784	biochemical	0	1
9784	chemicobiological	0	1
9785	biodes	0	4
9785	Bio-des	0	4
9785	diethylstilbestrol	0	4
9785	stilbestrol	0	4
9786	biotic	0	0
9786	life	0	0
9786	zoetic	0	0
9787	biotin	0	4
9787	factor S	0	4
9787	vitamin H	0	4
9788	birth	0	0
9788	genetic	0	0
9788	genital	0	0
9788	origin	0	0
9788	propagation	0	0
9788	reproduction	0	0
9789	bisacodyl tannex	0	4
9789	Clysodrast	0	4
9790	bishydroxycoumarin	0	4
9790	dicumarol	0	4
9791	bladder	0	0
9791	vesical	0	0
9792	blandlube	0	4
9792	mineral oil	0	4
9793	bleach	0	5
9793	decolorize	0	5
9794	bleed	0	5
9794	phlebotomize	0	5
9795	blenoxane	0	4
9795	bleomycin sulfate	0	4
9796	bleph	0	4
9796	sulfacetamide sodium	0	4
9798	blepharal	0	2
9798	eyelid	0	2
9798	palpebral	0	2
9798	palpebralis	0	2
9799	blepharitis	0	4
9799	palpebritis	0	4
9800	blind headache	0	4
9800	megrim	0	4
9800	migraine	0	4
9800	sick headache	0	4
9801	blockain	0	4
9801	propoxycaine hydrochloride	0	4
9802	blood	0	0
9802	blood vessel	0	0
9802	BV	3	0
9802	hemal	0	0
9802	hematal	0	0
9802	hematic	0	0
9802	hemic	0	0
9802	sanguineous	0	0
9802	sanguinous	0	0
9802	vascular	0	0
9803	blood platelet	0	0
9803	platelet	0	0
9805	blutene	0	4
9805	tolonium	0	4
9806	body	0	0
9806	corporal	0	0
9806	corporeal	0	0
9807	boil	0	0
9807	fununcular	0	0
9807	furuncle	0	0
9807	furunculus	0	0
9808	bonine	0	4
9808	meclizine hydrochloride	0	4
9809	botanic	0	0
9809	plant	0	0
9809	vegetal	0	0
9810	bovine	0	0
9810	cattle	0	0
9813	branch	0	0
9813	ramal	0	0
9814	brash	0	0
9814	heartburn	0	0
9814	pyrosis	0	0
9815	breast	0	0
9815	chest	0	0
9815	mammary	0	0
9815	pectoral	0	0
9815	thoracic	0	0
9816	brethine	0	4
9816	bricanyl	0	4
9816	terbutaline sulfate	0	4
9817	brevital	0	4
9817	methohexital sodium	0	4
9818	bristacycline	0	4
9818	piracaps	0	4
9818	sumycin	0	4
9818	tetracycline hydrochloride	0	4
9818	Topicycline	0	4
9819	bristamin	0	4
9819	phenyltoloxamine	0	4
9820	bromisovalum	0	4
9820	Bromural	0	4
9821	BPM	3	4
9821	brompheniramine maleate	0	4
9821	Dimetane	0	4
9822	bromsulphalein	0	4
9822	BSP	0	4
9822	sulfobromophthalein sodium	0	4
9824	bronchial pneumonia	0	4
9824	bronchiolitis	0	4
9824	bronchoalveolitis	0	4
9824	bronchopneumonia	0	4
9824	bronchopneumonitis	0	4
9824	capillary bronchitis	0	4
9824	catarrhal pneumonia	0	4
9824	lobular pneumonia	0	4
9824	vesicular bronchiolitis	0	4
9825	broxolin	0	4
9825	glycobiarsol	0	4
9825	Milibis	0	4
9826	brucellosis	0	4
9826	undulant fever	0	4
9827	bruise	0	5
9827	contund	0	5
9827	contuse	0	5
9828	buccal	0	0
9828	cheek	0	0
9828	cheek bone	0	0
9828	genal	0	0
9828	jugal	0	0
9828	malar	0	0
9831	bulbar	0	0
9831	medulla oblongata	0	0
9832	bulbourethral	0	0
9832	bulbus penis	0	0
9833	bunamiodyl	0	4
9833	Orabilex	0	4
9834	bupivacaine hydrochloride	0	4
9834	Marcaine	0	4
9835	bursal synovitis	0	4
9835	bursitis	0	4
9836	busulfan	0	4
9836	Myleran	0	4
9837	butacaine sulfate	0	4
9837	Butyn	0	4
9838	butaperazine	0	4
9838	Repoise	0	4
9839	butesin	0	4
9839	butyl aminobenzoate	0	4
9840	butisol sodium	0	4
9840	sodium butabarbital	0	4
9841	buttock	0	0
9841	buttocks	0	0
9841	cluneal	0	0
9841	gluteal	0	0
9841	natal	0	0
9841	pygal	0	0
9842	byssinosis	0	4
9842	cottondust asthma	0	4
9842	cotton-dust asthma	0	4
9843	calcemia	0	4
9843	hypercalcemia	0	4
9844	calcic	0	0
9844	lime	0	0
9845	calcimar	0	4
9845	salmon calcitonin	0	4
9846	calcinosis	0	4
9846	calcium thesaurismosis	0	4
9846	exudative calcifying fasciitis	0	4
9847	calcitonin	0	4
9847	thyrocalcitonin	0	4
9848	calcium disodium versenate	0	4
9848	edetate calcium disodium	0	4
9849	calcium glubionate	0	4
9849	neocalglucon	0	4
9849	Neo-Calglucon	0	4
9850	calcium pantothenate	0	4
9850	Pantholin	0	4
9851	calculosis	0	4
9851	lithiasis	0	4
9852	calculus	0	0
9852	lithous	0	0
9853	calf	0	0
9853	sural	0	0
9854	calomel	0	4
9854	mercurous chloride	0	4
9856	calurin	0	4
9856	carbaspirin calcium	0	4
9857	cambogia	0	4
9857	gamboge	0	4
9857	gutti	0	4
9858	camphorsulfonate	0	4
9858	camsylate	0	4
9859	cancer	0	0
9859	carcinomatous	0	0
9860	candeptin	0	4
9860	candicidin	0	4
9861	candidiasis	0	4
9861	candidosis	0	4
9861	mycodermatitis	0	4
9862	cannulation	0	4
9862	cannulization	0	4
9863	cantil	0	4
9863	mepenzolate bromide	0	4
9864	capastat	0	4
9864	capreomycin sulfate	0	4
9865	capitrol	0	4
9865	chloroxine	0	4
9866	capla	0	4
9866	mebutamate	0	4
9868	capsicum	0	4
9868	cayenne pepper	0	4
9869	caramiphen hydrochloride	0	4
9869	Parpanit	0	4
9870	carbachol	0	4
9870	carbocholine	0	4
9871	carbamazepine	0	4
9871	CBZ	3	4
9871	Tegretol	0	4
9872	carbenicillin disodium	0	4
9872	Geopen	0	4
9872	Pyopen	0	4
9874	carbinoxamine maleate	0	4
9874	Clistin	0	4
9875	carbo	0	4
9875	charcoal	0	4
9876	carbocaine	0	4
9876	mepivacaine hydrochloride	0	4
9877	carbon dioxide snow	0	4
9877	Dry Ice	0	4
9878	cardilate	0	4
9878	erythrityl tetranitrate	0	4
9880	cardiogreen	0	4
9880	Cardio-Green	0	4
9880	cg	0	4
9880	indocyanine green	0	4
9881	cardioquin	0	4
9881	quinidine polygalacturonate	0	4
9883	carious osteitis	0	4
9883	necrotic osteitis	0	4
9883	OM	3	4
9883	osteomyelitis	0	4
9884	carisoprodol	0	4
9884	Soma	0	4
9885	carota	0	4
9885	carrot	0	4
9886	carotic	0	0
9886	stupor	0	0
9887	carpal	0	0
9887	wrist	0	0
9888	carphenazine maleate	0	4
9888	Proketazine	0	4
9889	cartilage	0	0
9889	chondral	0	0
9889	chondroitic	0	0
9889	chondromatous	0	0
9890	castor oil	0	4
9890	Neoloid	0	4
9891	cat	0	0
9891	feline	0	0
9892	catamenial	0	0
9892	menses	0	0
9892	menstruation	0	0
9893	catapres	0	4
9893	clonidine hydrochloride	0	4
9894	cataract	0	4
9894	cataracta	0	4
9896	cathartic	0	4
9896	copragogue	0	4
9897	caudalis	0	0
9897	tail	0	0
9898	causative	0	1
9898	etiogenic	0	1
9899	cavernitis	0	4
9899	cavernositis	0	4
9899	serangitis	0	4
9901	caytine	0	4
9901	protokylol hydrochloride	0	4
9901	Ventaire	0	4
9902	cecitis	0	4
9902	typhlenteritis	0	4
9902	typhloenteritis	0	4
9902	typhloteritis	0	4
9903	cecocentral	0	1
9903	centrocecal	0	1
9905	cedilanid	0	4
9905	lanatoside C	0	4
9906	cedilanidd	0	4
9906	Cedilanid-D	0	4
9906	deslanoside	0	4
9907	cefadyl	0	4
9907	cephapirin sodium	0	4
9908	cefazolin sodium	0	4
9908	Kefzol	0	4
9909	celbenin	0	4
9909	dimocillin	0	4
9909	sodium methicillin	0	4
9909	Staphcillin	0	4
9910	cellase 1000	0	4
9910	cellulase	0	4
9913	celontin	0	4
9913	methsuximide	0	4
9914	cementoperiostitis	0	4
9914	paradentitis	0	4
9914	parodontitis	0	4
9914	pericementitis	0	4
9914	periodontitis	0	4
9915	cementum hyperplasia	0	4
9915	hypercementosis	0	4
9917	centrifugalization	0	4
9917	centrifugation	0	4
9919	cephalalgia	0	4
9919	cephalgia	0	4
9920	cephalexin	0	4
9920	Keflex	0	4
9921	cephalhematoma	0	4
9921	cephalohematoma	0	4
9922	cephalic	0	2
9922	head	0	2
9923	cephalitis	0	4
9923	encephalitis	0	4
9924	cephaloglycin	0	4
9924	Kafocin	0	4
9925	cephalometrics	0	4
9925	cephalometry	0	4
9926	cephaloridine	0	4
9926	Loridine	0	4
9927	cephalothin sodium	0	4
9927	Keflin	0	4
9929	cerebromeningitis	0	4
9929	encephalomeningitis	0	4
9929	meningocerebritis	0	4
9929	meningoencephalitis	0	4
9930	cervical	0	0
9930	jugular	0	0
9930	neck	0	0
9931	cervicitis	0	4
9931	trachelitis	0	4
9934	cervilaxin	0	4
9934	relaxin	0	4
9935	CH3NHC6H4OH.H2SO4	0	4
9935	ch3nhc6h4ohh2so4	0	4
9935	Metol	0	4
9935	nmethylpaminophenol sulfate	0	4
9935	N-methyl-p-aminophenol sulfate	0	4
9936	chafing	0	0
9936	paratriptic	0	0
9937	chance	0	0
9937	fortuitous	0	0
9938	chancroid	0	4
9938	soft chancre	0	4
9939	chartaceous	0	1
9939	papyraceous	0	1
9942	cheliron	0	4
9942	Chel-Iron	0	4
9942	ferrocholinate	0	4
9942	Ferrolip	0	4
9943	chemodectoma	0	4
9943	nonchromaffin paraganglioma	0	4
9944	chiasmal	0	1
9944	chiasmatic	0	1
9945	chickenpox	0	4
9945	varicella	0	4
9946	childbirth	0	0
9946	parturient	0	0
9947	childhood	0	0
9947	puerile	0	0
9948	chin	0	0
9948	genial	0	0
9948	genian	0	0
9949	chiropodist	0	4
9949	podiatrist	0	4
9950	chiropody	0	4
9950	podiatry	0	4
9951	chiropractic	0	4
9951	chiropraxis	0	4
9952	chloasma	0	4
9952	melasma	0	4
9953	chlophedianol hydrochloride	0	4
9953	ULO	0	4
9954	chloral hydrate	0	4
9954	Felsules	0	4
9954	Noctec	0	4
9954	Rectules	0	4
9954	Somnos	0	4
9955	chlorambucil	0	4
9955	Leukeran	0	4
9956	CAP	3	4
9956	chloramphenicol	0	4
9956	Chloromycetin	0	4
9956	Chloroptic	0	4
9956	Ophthochlor	0	4
9957	chlorbutol	0	4
9957	chloretone	0	4
9957	chlorobutanol	0	4
9959	chlordan	0	4
9959	chlordane	0	4
9960	chlordiazepoxide hydrochloride	0	4
9960	Librium	0	4
9961	chlormethazanone	0	4
9961	chlormezanone	0	4
9961	Trancopal	0	4
9962	chloroma	0	4
9962	chloromatous sarcoma	0	4
9962	granulocytic sarcoma	0	4
9963	chloroprocaine hydrochloride	0	4
9963	Nesacaine	0	4
9964	chlorosis	0	4
9964	chlorotic anemia	0	4
9965	chlorothiazide	0	4
9965	Diuril	0	4
9966	chlorotrianisene	0	4
9966	TACE	0	4
9967	chlorphenesin carbamate	0	4
9967	Maolate	0	4
9968	chlorpheniramine	0	4
9968	chlorprophenpyridamine	0	4
9969	chlorpheniramine maleate	0	4
9969	chlortrimeton	0	4
9969	Chlor-Trimeton	0	4
9969	Histaspan	0	4
9969	Teldrin	0	4
9971	chlorpromazine hydrochloride	0	4
9971	Thorazine	0	4
9972	chlorpropamide	0	4
9972	Diabinese	0	4
9973	chlorprothixene	0	4
9973	Taractan	0	4
9974	chlorthalidone	0	4
9974	Hygroton	0	4
9975	chlorzoxazone	0	4
9975	Paraflex	0	4
9976	choke	0	5
9976	strangle	0	5
9977	cholandh	0	4
9977	Cholan-DH	0	4
9977	decholin	0	4
9977	dehydrocholic acid	0	4
9977	DH	3	4
9978	cholebrine	0	4
9978	iocetamic acid	0	4
9981	choledyl	0	4
9981	oxtriphylline	0	4
9983	cholestanol	0	4
9983	dihydrocholesterol	0	4
9984	cholestyramine resin	0	4
9984	Questran	0	4
9985	choline magnesium trisalicylate	0	4
9985	Trilisate	0	4
9986	ChE	3	4
9986	cholinesterase	0	4
9986	pseudocholinesterase	0	4
9987	cholografin	0	4
9987	iodipamide	0	4
9989	choloxin	0	4
9989	dextrothyroxine sodium	0	4
9990	chondrodysplasia	0	4
9990	diaphyseal aclasis	0	4
9990	dyschondroplasia	0	4
9990	enchondromatosis	0	4
9990	hereditary deforming chondrodysplasia	0	4
9991	chondrosteoma	0	4
9991	osteocartilaginous exostosis	0	4
9991	osteochondroma	0	4
9992	chordocarcinoma	0	4
9992	chordoma	0	4
9993	CCA	3	4
9993	choriocarcinoma	0	4
9993	chorioepithelioma	0	4
9993	chorionepithelioma	0	4
9993	deciduocellular sarcoma	0	4
9994	CG	3	4
9994	chorionic gonadotropin	0	4
9994	Follutein	0	4
9995	chromatic	0	0
9995	color	0	0
9996	chromatographic analysis	0	4
9996	chromatography	0	4
9997	chromoblastomycosis	0	4
9997	chromomycosis	0	4
10000	chymosin	0	4
10000	lab	0	4
10000	rennin	0	4
10001	cicatrization	0	0
10001	epulotic	0	0
10002	cidex	0	4
10002	glutaral	0	4
10002	glutaraldehyde	0	4
10003	ciliary	0	0
10003	eyelash	0	0
10003	eyelashes	0	0
10004	cimetidine	0	4
10004	Tagamet	0	4
10005	cinefluorography	0	4
10005	cinematography	0	4
10005	cineradiography	0	4
10006	cinoxate	0	4
10006	SunDare	0	4
10007	circling disease	0	4
10007	listeriosis	0	4
10008	cisplatin	0	4
10008	platinum diamminodichloride	0	4
10009	citanest	0	4
10009	prilocaine hydrochloride	0	4
10010	clap	0	4
10010	gonorrhea	0	4
10011	clavacin	0	4
10011	patulin	0	4
10011	penicidin	0	4
10012	clavicle	0	0
10012	cleidal	0	0
10013	cleanse	0	5
10013	depurate	0	5
10013	purify	0	5
10013	refine	0	5
10015	cleocin	0	4
10015	clindamycin	0	4
10016	clidinium bromide	0	4
10016	Quarzan	0	4
10018	clomid	0	4
10018	clomiphene citrate	0	4
10019	clonazepam	0	4
10019	Clonopin	0	4
10021	clorazepate dipotassium	0	4
10021	Tranxene	0	4
10022	clorpactin xcb	0	4
10022	oxychlorosene	0	4
10024	closure	0	0
10024	occlusal	0	0
10025	closylate	0	4
10025	pchlorobenzesulfonate	0	4
10025	p-chlorobenzesulfonate	0	4
10026	clotrimazole	0	4
10026	Lotrimin	0	4
10027	cloxacillin sodium	0	4
10027	Tegopen	0	4
10029	cnemial	0	0
10029	shin	0	0
10030	coaltar disinfectant	0	4
10030	coal-tar disinfectant	0	4
10030	creosote	0	4
10031	coccidioidal granuloma	0	4
10031	coccidioidomycosis	0	4
10032	coccyalgia	0	4
10032	coccygalgia	0	4
10032	coccygodynia	0	4
10034	cognition	0	0
10034	intellect	0	0
10034	noetic	0	0
10035	coition	0	4
10035	coitus	0	4
10035	sexual intercourse	0	4
10036	colace	0	4
10036	definate	0	4
10036	docusate sodium	0	4
10036	DSS	3	4
10037	colic	0	0
10037	colica	0	0
10037	trominal	0	0
10038	colistimethate sodium	0	4
10038	colymycin m	0	4
10038	Coly-Mycin M	0	4
10039	colistin sulfate	0	4
10039	colymycin s	0	4
10039	Coly-Mycin S	0	4
10040	colitis	0	4
10040	colonitis	0	4
10042	coloenteritis	0	4
10042	enterocolitis	0	4
10043	cologel	0	4
10043	hydrolose	0	4
10043	methocel	0	4
10043	methylcellulose	0	4
10044	coloileal	0	1
10044	ileocolic	0	1
10046	colonoscopy	0	4
10046	coloscopy	0	4
10047	coloproctitis	0	4
10047	colorectitis	0	4
10047	proctocolitis	0	4
10047	rectocolitis	0	4
10048	compazine	0	4
10048	prochlorperazine maleate	0	4
10049	complemental	0	1
10049	complementary	0	1
10050	compound b	0	4
10050	corticosterone	0	4
10051	compound e	0	4
10051	cortisone	0	4
10052	compound f	0	4
10052	cortisol	0	4
10053	condition	0	5
10053	train	0	5
10054	conestron	0	4
10054	conjugated estrogen	0	4
10054	conjugated estrogens	0	4
10054	Premarin	0	4
10055	congenital myxedema	0	4
10055	cretinism	0	4
10056	conic	0	1
10056	conical	0	1
10057	conjunctivitis	0	4
10057	synaphymenitis	0	4
10058	conray	0	4
10058	cystoconray	0	4
10058	Cysto-Conray	0	4
10058	iothalamate meglumine	0	4
10059	convergent strabismus	0	4
10059	crosseye	0	4
10059	cross-eye	0	4
10059	esotropia	0	4
10061	coramine	0	4
10061	nikethamide	0	4
10062	cordran	0	4
10062	flurandrenolide	0	4
10062	flurandrenolone	0	4
10063	cornea	0	0
10063	keratic	0	0
10064	corpus luteum hormone	0	4
10064	lipolutin	0	4
10064	Lipo-Lutin	0	4
10064	lutromone	0	4
10064	progesterone	0	4
10064	Proluton	0	4
10065	cortate	0	4
10065	desoxycorticosterone acetate	0	4
10065	Doca	0	4
10066	cortdome	0	4
10066	Cort-Dome	0	4
10066	cortef	0	4
10066	cortenema	0	4
10066	cortril	0	4
10066	eldecort	0	4
10066	HC	3	4
10066	hydrocortisone	0	4
10066	Hydrocortone	0	4
10066	Optef	0	4
10067	cortexone	0	4
10067	deoxycorticosterone	0	4
10067	desoxycorticosterone	0	4
10067	desoxycortone	0	4
10067	DOC	3	4
10067	Percorten	0	4
10068	cortical osteitis	0	4
10068	periostitis	0	4
10069	corticospinal	0	1
10069	spinocortical	0	1
10070	cortisone acetate	0	4
10070	Cortone	0	4
10071	cortrosyn	0	4
10071	cosyntropin	0	4
10072	coryza virus	0	4
10072	rhinovirus	0	4
10073	cosmegen	0	4
10073	dactinomycin	0	4
10074	cosmic	0	0
10074	universe	0	0
10075	costal	0	0
10075	rib	0	0
10076	costotransverse	0	1
10076	transversocostal	0	1
10077	cotazym	0	4
10077	ilozyme	0	4
10077	pancrelipase	0	4
10078	coumadin	0	4
10078	sodium warfarin	0	4
10079	CIE	3	4
10079	counterimmunoelectrophoresis	0	4
10079	IE	3	4
10079	IEP	3	4
10079	immunoelectrophoresis	0	4
10080	covering disease	0	4
10080	dourine	0	4
10081	cowpox	0	0
10081	vaccinial	0	0
10082	craniopharyngioma	0	4
10082	suprasellar cyst	0	4
10084	CP	3	4
10084	creatine phosphate	0	4
10084	CrP	3	4
10084	PC	3	4
10084	PCR	3	4
10084	phosphocreatine	0	4
10085	crest	0	0
10085	cristal	0	0
10086	cross	0	4
10086	crux	0	4
10087	crotamiton	0	4
10087	Eurax	0	4
10088	crural	0	0
10088	leg	0	0
10089	cry	0	5
10089	weep	0	5
10091	cryptococcosis	0	4
10091	torulosis	0	4
10093	crystalline lens	0	0
10093	lens	0	0
10093	lenticular	0	0
10095	crystodigin	0	4
10095	digitaline nativelle	0	4
10095	digitoxin	0	4
10096	cuprimine	0	4
10096	penicillamine	0	4
10097	cutaneous	0	0
10097	dermal	0	0
10097	skin	0	0
10098	cyantin	0	4
10098	furadantin	0	4
10098	macrodantin	0	4
10098	nitrofurantoin	0	4
10100	cyclamycin	0	4
10100	tao	0	4
10100	triacetyloleandomycin	0	4
10100	troleandomycin	0	4
10101	cyclandelate	0	4
10101	Cyclospasmol	0	4
10102	cyclizine hydrochloride	0	4
10102	Marezine	0	4
10103	cyclobarbital	0	4
10103	Phanodorn	0	4
10105	cyclogyl	0	4
10105	cyclopentolate hydrochloride	0	4
10106	cyclomethycaine	0	4
10106	Surfacaine	0	4
10107	cyclopentanepropionate	0	4
10107	cypionate	0	4
10108	CPA	3	4
10108	CYC	3	4
10108	cyclophosphamide	0	4
10108	Cytoxan	0	4
10108	Endoxan	0	4
10109	cycloserine	0	4
10109	Seromycin	0	4
10111	cylindrical	0	1
10111	cylindriform	0	1
10113	cyophoric	0	0
10113	pregnancy	0	0
10114	cyproheptadine hydrochloride	0	4
10114	Periactin	0	4
10115	cystadenoma	0	4
10115	cystoadenoma	0	4
10116	cystic hernia	0	4
10116	cystocele	0	4
10117	cystografin	0	4
10117	diatrizoate meglumine	0	4
10118	cystospaz	0	4
10118	hyoscyamine	0	4
10119	cytellin	0	4
10119	sitosterol	0	4
10120	CMV	3	4
10120	cytomegalovirus	0	4
10120	salivary gland virus	0	4
10121	cytomel	0	4
10121	liothyronine sodium	0	4
10123	dacarbazine	0	4
10123	DTIC	3	4
10123	dticdome	0	4
10123	DTIC-Dome	0	4
10124	dactil	0	4
10124	piperiodolate hydrochloride	0	4
10125	dagenan	0	4
10125	sulfapyridine	0	4
10126	dalmane	0	4
10126	flurazepam hydrochloride	0	4
10127	danilone	0	4
10127	hedulin	0	4
10127	phenindione	0	4
10127	phenylindanedione	0	4
10128	danthron	0	4
10128	Dorbane	0	4
10129	daranide	0	4
10129	dichlorphenamide	0	4
10130	daraprim	0	4
10130	pyrimethamine	0	4
10131	darbid	0	4
10131	isopropamide iodide	0	4
10132	daricon	0	4
10132	oxyphencyclimine hydrochloride	0	4
10134	darvon	0	4
10134	propoxyphene hydrochloride	0	4
10135	daze	0	5
10135	stun	0	5
10139	debrisan	0	4
10139	dextranomer	0	4
10140	decaderm	0	4
10140	decadron	0	4
10140	deronil	0	4
10140	dexamethasone	0	4
10140	Gammacorten	0	4
10140	Hexadrol	0	4
10141	decadurabolin	0	4
10141	Deca-Durabolin	0	4
10141	nandrolone decanoate	0	4
10143	decapryn	0	4
10143	doxylamine succinate	0	4
10144	decigram	0	4
10144	dg	0	4
10145	declomycin	0	4
10145	demeclocycline	0	4
10145	demethylchlortetracycline	0	4
10145	DMC	3	4
10146	deer fly disease	0	4
10146	tularemia	0	4
10147	deferoxamine	0	4
10147	desferrioxamine	0	4
10147	DF	3	4
10148	deferoxamine mesylate	0	4
10148	Desferal	0	4
10149	degenerative arthritis	0	4
10149	degenerative joint disease	0	4
10149	hypertrophic arthritis	0	4
10149	OA	3	4
10149	osteoarthritis	0	4
10150	degenerative nephritis	0	4
10150	nephrosis	0	4
10151	dehydroepiandrosterone	0	4
10151	dehydroisoandrosterone	0	4
10151	DHEA	3	4
10152	delalutin	0	4
10152	hydroxyprogesterone caproate	0	4
10153	delatestryl	0	4
10153	testosterone enanthate	0	4
10154	delestrogen	0	4
10154	estradiol valerate	0	4
10154	Estraval	0	4
10156	deltacortef	0	4
10156	Delta-Cortef	0	4
10156	hydeltra	0	4
10156	meticortelone	0	4
10156	prednisolone	0	4
10156	PSL	3	4
10156	Sterane	0	4
10156	Ulacort	0	4
10158	deltasone	0	4
10158	deltra	0	4
10158	lisacort	0	4
10158	meticorten	0	4
10158	prednisone	0	4
10159	delvinal	0	4
10159	vinbarbital	0	4
10160	demecarium bromide	0	4
10160	Humorsol	0	4
10161	demerol	0	4
10161	meperidine hydrochloride	0	4
10162	dendrid	0	4
10162	herplex	0	4
10162	idoxuridine	0	4
10162	IDU	3	4
10162	IUdR	3	4
10162	Stoxil	0	4
10163	dengue	0	4
10163	dengue fever	0	4
10164	dental	0	0
10164	odontic	0	0
10164	tooth	0	0
10165	dentalgia	0	4
10165	odontalgia	0	4
10166	depilation	0	4
10166	epilation	0	4
10167	deplete	0	5
10167	empty	0	5
10167	unload	0	5
10168	depoprovera	0	4
10168	Depo-Provera	0	4
10168	D-P	3	4
10168	medroxyprogesterone acetate	0	4
10168	MPA	3	4
10168	Provera	0	4
10169	depotestosterone	0	4
10169	Depo-Testosterone	0	4
10169	perandren	0	4
10169	testosterone	0	4
10169	Testryl	0	4
10171	derivant	0	1
10171	derivative	0	1
10172	dermatosclerosis	0	4
